"Facility ID","Facility Name","Address","City","State","ZIP Code","County Name","Phone Number","Hospital Type","Hospital Ownership","Emergency Services","Meets criteria for promoting interoperability of EHRs","Hospital overall rating","Hospital overall rating footnote","MORT Group Measure Count","Count of Facility MORT Measures","Count of MORT Measures Better","Count of MORT Measures No Different","Count of MORT Measures Worse","MORT Group Footnote","Safety Group Measure Count","Count of Facility Safety Measures","Count of Safety Measures Better","Count of Safety Measures No Different","Count of Safety Measures Worse","Safety Group Footnote","READM Group Measure Count","Count of Facility READM Measures","Count of READM Measures Better","Count of READM Measures No Different","Count of READM Measures Worse","READM Group Footnote","Pt Exp Group Measure Count","Count of Facility Pt Exp Measures","Pt Exp Group Footnote","TE Group Measure Count","Count of Facility TE Measures","TE Group Footnote"
100055,ADVENTHEALTH NORTH PINELLAS,1395 S PINELLAS AVE,TARPON SPRINGS,FL,34689,Pinellas,(727) 942-5000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,5,,7,6,0,6,0,,8,6,1,5,0,,11,7,0,7,0,,8,8,,14,8,
100057,ADVENTHEALTH WATERMAN,1000 WATERMAN WAY,TAVARES,FL,32778,Lake,(352) 253-3300,Acute Care Hospitals,Voluntary non-profit - Church,No,Y,4,,7,7,0,7,0,,8,7,2,5,0,,11,9,2,7,0,,8,8,,14,13,
100062,ADVENTHEALTH OCALA,1500 SW 1ST AVE,OCALA,FL,34474,Marion,(352) 351-7200,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,1,,7,7,0,5,2,,8,7,3,4,0,,11,9,0,6,3,,8,8,,14,8,
100063,MORTON PLANT NORTH BAY HOSPITAL,6600 MADISON ST,NEW PORT RICHEY,FL,34652,Pasco,(727) 842-8468,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,7,6,0,6,0,,8,7,1,6,0,,11,8,0,7,1,,8,8,,14,7,
100067,ST ANTHONYS HOSPITAL,1200 SEVENTH AVE N,SAINT PETERSBURG,FL,33705,Pinellas,(727) 825-1100,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,3,,7,6,1,5,0,,8,8,1,6,1,,11,10,0,8,2,,8,8,,14,9,
100068,ADVENTHEALTH DAYTONA BEACH,301 MEMORIAL MEDICAL PARKWAY,DAYTONA BEACH,FL,32117,Volusia,(386) 676-6000,Acute Care Hospitals,Voluntary non-profit - Church,No,Y,5,,7,7,2,5,0,,8,8,2,6,0,,11,9,0,7,2,,8,8,,14,12,
100069,FLORIDA HOSPITAL CARROLLWOOD,7171 N DALE MABRY HWY,TAMPA,FL,33614,Hillsborough,(813) 932-2222,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,5,,7,5,0,5,0,,8,6,1,5,0,,11,7,0,7,0,,8,8,,14,8,
100070,VENICE REGIONAL BAYFRONT HEALTH,540 THE RIALTO,VENICE,FL,34285,Sarasota,(941) 485-7711,Acute Care Hospitals,Proprietary,Yes,Y,3,,7,7,0,4,3,,8,7,4,3,0,,11,11,1,10,0,,8,8,,14,10,
100071,BAYFRONT HEALTH BROOKSVILLE,17240 CORTEZ BLVD,BROOKSVILLE,FL,34601,Hernando,(352) 796-5111,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,2,,7,5,0,4,1,,8,6,1,5,0,,11,8,0,8,0,,8,8,,14,10,
100072,ADVENTHEALTH FISH MEMORIAL,1055 SAXON BLVD,ORANGE CITY,FL,32763,Volusia,(386) 917-5000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,3,,7,6,0,6,0,,8,7,1,6,0,,11,8,0,6,2,,8,8,,14,10,
100073,HOLY CROSS HOSPITAL,4725 N FEDERAL HWY,FORT LAUDERDALE,FL,33308,Broward,(954) 771-8000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,5,,7,7,0,7,0,,8,7,3,4,0,,11,11,1,10,0,,8,8,,14,11,
100075,ST JOSEPHS HOSPITAL,3001 W MARTIN LUTHER KING JR BLVD,TAMPA,FL,33677,Hillsborough,(813) 870-4398,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,4,,7,7,1,6,0,,8,8,2,6,0,,11,11,1,8,2,,8,8,,14,11,
100077,BAYFRONT HEALTH PORT CHARLOTTE,2500 HARBOR BLVD,PORT CHARLOTTE,FL,33952,Charlotte,(941) 766-4122,Acute Care Hospitals,Proprietary,Yes,Y,2,,7,7,0,7,0,,8,7,3,4,0,,11,9,0,7,2,,8,8,,14,9,
100080,JFK MEDICAL CENTER,5301 S CONGRESS AVE,ATLANTIS,FL,33462,Palm Beach,(561) 965-7300,Acute Care Hospitals,Proprietary,Yes,Y,2,,7,7,1,6,0,,8,7,2,4,1,,11,9,0,6,3,,8,8,,14,10,
100081,HEALTHMARK REGIONAL MEDICAL CENTER,4413 US HWY 331 S,DEFUNIAK SPRINGS,FL,32435,Walton,(850) 951-4500,Acute Care Hospitals,Proprietary,Yes,Y,4,,7,3,0,3,0,,8,1,0,1,0,,11,5,0,5,0,,8,8,,14,4,
100084,UF HEALTH LEESBURG HOSPITAL,600 E DIXIE AVE,LEESBURG,FL,34748,Lake,(352) 323-5762,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,,7,7,0,6,1,,8,7,2,5,0,,11,9,0,6,3,,8,8,,14,10,
100086,BROWARD HEALTH NORTH,201 E SAMPLE RD,POMPANO BEACH,FL,33064,Broward,(954) 786-6950,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,2,,7,6,0,6,0,,8,7,1,6,0,,11,10,0,8,2,,8,8,,14,9,
100087,SARASOTA MEMORIAL HOSPITAL,1700 S TAMIAMI TRL,SARASOTA,FL,34239,Sarasota,(941) 917-9000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,5,,7,7,1,6,0,,8,8,2,6,0,,11,11,2,9,0,,8,8,,14,11,
100088,BAPTIST HEALTH MEDICAL CENTER - JACKSONVILLE,800 PRUDENTIAL DR,JACKSONVILLE,FL,32207,Duval,(904) 202-2000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,7,7,3,4,0,,8,8,1,7,0,,11,11,1,8,2,,8,8,,14,12,
100090,FLAGLER HOSPITAL,400 HEALTH PARK BLVD,SAINT AUGUSTINE,FL,32086,Saint Johns,(904) 819-4400,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,3,,7,7,0,7,0,,8,7,1,6,0,,11,9,0,9,0,,8,8,,14,12,
100092,STEWARD ROCKLEDGE HOSPITAL,110 LONGWOOD AVE,ROCKLEDGE,FL,32955,Brevard,(321) 637-2603,Acute Care Hospitals,Proprietary,Yes,Y,1,,7,7,0,7,0,,8,7,1,5,1,,11,9,0,8,1,,8,8,,14,10,
100093,BAPTIST HOSPITAL,1000 W MORENO ST,PENSACOLA,FL,32501,Escambia,(850) 434-4011,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,7,7,0,7,0,,8,7,4,3,0,,11,11,0,11,0,,8,8,,14,11,
100099,ADVENTHEALTH LAKE WALES,410 S 11TH ST,LAKE WALES,FL,33853,Polk,(863) 676-1433,Acute Care Hospitals,Proprietary,Yes,Y,2,,7,5,0,5,0,,8,4,0,4,0,,11,7,0,4,3,,8,8,,14,7,
100105,CLEVELAND CLINIC INDIAN RIVER HOSPITAL,1000 36TH ST,VERO BEACH,FL,32960,Indian River,(772) 567-4311,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,7,7,0,5,2,,8,7,2,5,0,,11,11,0,11,0,,8,8,,14,12,
100106,DOCTORS MEMORIAL HOSPITAL INC,333 N BYRON BUTLER PKWY,PERRY,FL,32348,Taylor,(850) 584-0800,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,,7,3,0,3,0,,8,2,0,2,0,,11,7,0,7,0,,8,8,,14,9,
100107,LEHIGH REGIONAL MEDICAL CENTER,1500 LEE BLVD,LEHIGH ACRES,FL,33936,Lee,(239) 369-2101,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,7,4,0,4,0,,8,5,0,5,0,,11,7,1,5,1,,8,8,,14,7,
100109,ADVENTHEALTH SEBRING,4200 SUN N LAKE BLVD,SEBRING,FL,33872,Highlands,(863) 314-4466,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,5,,7,6,0,6,0,,8,7,2,5,0,,11,10,0,9,1,,8,8,,14,12,
100110,OSCEOLA REGIONAL MEDICAL CENTER,700 WEST OAK STREET,KISSIMMEE,FL,34741,Osceola,(407) 846-2266,Acute Care Hospitals,Proprietary,Yes,Y,1,,7,7,0,7,0,,8,8,1,7,0,,11,9,0,5,4,,8,8,,14,9,
100113,UF HEALTH SHANDS HOSPITAL,1600 SW ARCHER RD,GAINESVILLE,FL,32610,Alachua,(352) 265-8000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,7,7,2,4,1,,8,8,3,4,1,,11,11,0,7,4,,8,8,,14,12,
100117,BAPTIST MEDICAL CENTER  BEACHES,1350 13TH AVE S,JACKSONVILLE BEACH,FL,32250,Duval,(904) 247-2900,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,5,,7,6,2,4,0,,8,8,2,6,0,,11,8,0,8,0,,8,8,,14,10,
100118,FLORIDA HOSPITAL FLAGLER,60 MEMORIAL MEDICAL PKWY,PALM COAST,FL,32164,Flagler,(386) 586-2000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,4,,7,6,0,6,0,,8,7,0,7,0,,11,8,0,7,1,,8,8,,14,11,
100121,BARTOW REGIONAL MEDICAL CENTER,2200 OSPREY BLVD,BARTOW,FL,33831,Polk,(863) 533-8111,Acute Care Hospitals,Proprietary,Yes,Y,5,,7,5,0,5,0,,8,6,0,6,0,,11,8,0,7,1,,8,8,,14,8,
100122,NORTH OKALOOSA MEDICAL CENTER,151 REDSTONE AVE SE,CRESTVIEW,FL,32539,Okaloosa,(850) 689-8100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,7,6,0,6,0,,8,7,0,7,0,,11,8,0,8,0,,8,8,,14,10,
100124,SANTA ROSA MEDICAL CENTER,6002 BERRYHILL RD,MILTON,FL,32570,Santa Rosa,(850) 626-7762,Acute Care Hospitals,Proprietary,Yes,Y,3,,7,5,0,5,0,,8,5,0,5,0,,11,7,1,5,1,,8,8,,14,12,
100125,HOMESTEAD HOSPITAL,975 BAPTIST WAY,HOMESTEAD,FL,33033,Miami-Dade,(786) 243-8000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,7,5,0,5,0,,8,6,1,5,0,,11,6,0,6,0,,8,8,,14,10,
100126,PALMS OF PASADENA HOSPITAL,1501 PASADENA AVE S,SAINT PETERSBURG,FL,33707,Pinellas,(727) 381-1000,Acute Care Hospitals,Proprietary,Yes,Y,2,,7,6,0,6,0,,8,7,0,7,0,,11,8,0,4,4,,8,8,,14,8,
100127,MORTON PLANT HOSPITAL,300 PINELLAS ST,CLEARWATER,FL,33756,Pinellas,(727) 462-7000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,7,7,0,7,0,,8,8,3,5,0,,11,11,0,9,2,,8,8,,14,12,
100128,TAMPA GENERAL HOSPITAL,1 TAMPA GENERAL CIR,TAMPA,FL,33606,Hillsborough,(813) 844-7000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,7,7,1,6,0,,8,8,4,3,1,,11,11,2,8,1,,8,8,,14,11,
100130,LAKESIDE MEDICAL CENTER,39200 HOOKER HWY,BELLE GLADE,FL,33430,Palm Beach,(561) 996-6571,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,2,,7,3,0,3,0,,8,2,0,2,0,,11,4,0,4,0,,8,Not Available,5,14,8,
100131,AVENTURA HOSPITAL AND MEDICAL CENTER,20900 BISCAYNE BLVD,AVENTURA,FL,33180,Miami-Dade,(305) 682-7000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,,7,7,2,5,0,,8,7,1,4,2,,11,9,0,5,4,,8,8,,14,8,
100132,SOUTH FLORIDA BAPTIST HOSPITAL,301 N ALEXANDER ST,PLANT CITY,FL,33563,Hillsborough,(813) 757-1200,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,7,5,0,5,0,,8,7,1,6,0,,11,8,1,6,1,,8,8,,14,10,
100134,ED FRASER MEMORIAL HOSPITAL,159 N 3RD ST,MACCLENNY,FL,32063,Baker,(904) 259-3151,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,3,,7,3,0,3,0,,8,1,0,1,0,,11,5,0,5,0,,8,Not Available,5,14,7,
100135,TALLAHASSEE MEMORIAL HEALTHCARE,1300 MICCOSUKEE RD,TALLAHASSEE,FL,32308,Leon,(850) 431-5380,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,1,,7,7,0,5,2,,8,8,1,6,1,,11,11,1,9,1,,8,8,,14,10,
100137,ADVENTHEALTH HEART OF FLORIDA,40100 HWY 27,DAVENPORT,FL,33837,Polk,(863) 422-4971,Acute Care Hospitals,Proprietary,Yes,Y,2,,7,6,0,6,0,,8,7,2,5,0,,11,8,0,6,2,,8,8,,14,8,
10013F,NH Jacksonville,2080 Child Street,Jacksonville,FL,32212,Duval,(904) 542-7300,Acute Care - Department of Defense,Department of Defense,Yes,,Not Available,22,Not Available,Not Available,Not Available,Not Available,Not Available,22,Not Available,Not Available,Not Available,Not Available,Not Available,22,Not Available,Not Available,Not Available,Not Available,Not Available,22,Not Available,Not Available,22,Not Available,Not Available,22
100140,BAPTIST MEDICAL CENTER - NASSAU,1250 S 18TH ST,FERNANDINA BEACH,FL,32034,Nassau,(904) 321-3500,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,5,,7,4,0,4,0,,8,4,1,3,0,,11,7,2,5,0,,8,8,,14,10,
100142,JACKSON HOSPITAL,4250 HOSPITAL DR,MARIANNA,FL,32446,Jackson,(850) 526-2200,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,,7,5,0,5,0,,8,3,0,3,0,,11,9,0,8,1,,8,8,,14,10,
100150,LOWER KEYS MEDICAL CENTER,5900 COLLEGE ROAD,KEY WEST,FL,33040,Monroe,(305) 294-5531,Acute Care Hospitals,Proprietary,Yes,Y,3,,7,4,0,4,0,,8,5,0,5,0,,11,7,0,7,0,,8,8,,14,13,
100151,MAYO CLINIC FLORIDA,4500 SAN PABLO RD,JACKSONVILLE,FL,32224,Duval,(904) 953-2000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,5,,7,7,1,6,0,,8,8,4,4,0,,11,11,1,10,0,,8,8,,14,9,
100154,SOUTH MIAMI HOSPITAL,6200 SW 73RD ST,SOUTH MIAMI,FL,33143,Miami-Dade,(786) 662-4000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,,7,6,0,6,0,,8,8,2,5,1,,11,8,0,5,3,,8,8,,14,9,
100156,LAKE CITY MEDICAL CENTER,340 NW COMMERCE DR,LAKE CITY,FL,32055,Columbia,(386) 719-9000,Acute Care Hospitals,Proprietary,Yes,Y,4,,7,5,0,5,0,,8,7,0,7,0,,11,8,0,5,3,,8,8,,14,9,
100157,LAKELAND REGIONAL MEDICAL CENTER,1324 LAKELAND HILLS BLVD,LAKELAND,FL,33805,Polk,(863) 687-1100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,1,,7,7,0,6,1,,8,8,2,5,1,,11,11,0,7,4,,8,8,,14,10,
100161,CENTRAL FLORIDA REGIONAL HOSPITAL,1401 W SEMINOLE BLVD,SANFORD,FL,32771,Seminole,(407) 321-4500,Acute Care Hospitals,Proprietary,Yes,Y,3,,7,7,1,6,0,,8,7,0,7,0,,11,9,0,5,4,,8,8,,14,9,
100166,DOCTORS HOSPITAL OF SARASOTA,5731 BEE RIDGE RD,SARASOTA,FL,34233,Sarasota,(941) 342-1100,Acute Care Hospitals,Proprietary,Yes,Y,5,,7,6,0,6,0,,8,6,2,4,0,,11,8,0,7,1,,8,8,,14,8,
100167,PLANTATION GENERAL HOSPITAL,401 NW 42ND AVE,PLANTATION,FL,33317,Broward,(954) 587-5010,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,7,6,1,5,0,,8,8,1,6,1,,11,8,0,5,3,,8,8,,14,9,
100168,BOCA RATON REGIONAL HOSPITAL,800 MEADOWS RD,BOCA RATON,FL,33486,Palm Beach,(561) 362-5002,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,7,7,0,7,0,,8,8,3,2,3,,11,11,2,9,0,,8,8,,14,12,
100173,ADVENTHEALTH TAMPA,3100 E FLETCHER AVE,TAMPA,FL,33613,Hillsborough,(813) 615-7200,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,,7,7,0,7,0,,8,8,1,7,0,,11,9,1,6,2,,8,8,,14,11,
100175,DESOTO MEMORIAL HOSPITAL,900 N ROBERT AVE,ARCADIA,FL,34265,DeSoto,(863) 494-3535,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,7,3,0,3,0,,8,3,0,3,0,,11,7,0,7,0,,8,8,,14,11,
100176,PALM BEACH GARDENS MEDICAL CENTER,3360 BURNS RD,PALM BEACH GARDENS,FL,33410,Palm Beach,(561) 622-1411,Acute Care Hospitals,Proprietary,Yes,Y,2,,7,7,0,7,0,,8,7,0,6,1,,11,9,0,7,2,,8,8,,14,7,
100177,CAPE CANAVERAL HOSPITAL,701 W COCOA BEACH CAUSEWAY,COCOA BEACH,FL,32932,Brevard,(321) 799-7111,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,5,,7,6,0,6,0,,8,6,0,6,0,,11,8,0,8,0,,8,8,,14,11,
100179,MEMORIAL HOSPITAL JACKSONVILLE,3625 UNIVERSITY BLVD S,JACKSONVILLE,FL,32216,Duval,(904) 702-6111,Acute Care Hospitals,Proprietary,Yes,Y,1,,7,7,0,6,1,,8,7,2,5,0,,11,9,0,6,3,,8,8,,14,9,
100180,ST PETERSBURG GENERAL HOSPITAL,6500 38TH AVE N,SAINT PETERSBURG,FL,33710,Pinellas,(727) 384-1414,Acute Care Hospitals,Proprietary,Yes,Y,2,,7,5,0,5,0,,8,7,0,7,0,,11,6,0,4,2,,8,8,,14,9,
100181,LARKIN COMMUNITY HOSPITAL,7031 SW 62ND AVE,SOUTH MIAMI,FL,33143,Miami-Dade,(305) 284-7500,Acute Care Hospitals,Proprietary,Yes,Y,3,,7,1,0,1,0,,8,5,1,4,0,,11,4,0,3,1,,8,Not Available,5,14,5,
100183,CORAL GABLES HOSPITAL,3100 DOUGLAS RD,CORAL GABLES,FL,33134,Miami-Dade,(305) 445-8461,Acute Care Hospitals,Proprietary,Yes,Y,4,,7,5,0,5,0,,8,6,1,5,0,,11,7,0,7,0,,8,8,,14,7,
100187,PALMETTO GENERAL HOSPITAL,2001 W 68TH ST,HIALEAH,FL,33016,Miami-Dade,(305) 823-5000,Acute Care Hospitals,Proprietary,Yes,Y,3,,7,7,0,7,0,,8,7,3,4,0,,11,8,0,7,1,,8,8,,14,7,
100189,NORTHWEST MEDICAL CENTER,2801 N STATE RD 7,MARGATE,FL,33063,Broward,(954) 974-0400,Acute Care Hospitals,Proprietary,Yes,Y,2,,7,7,0,7,0,,8,7,2,5,0,,11,8,0,7,1,,8,8,,14,8,
100191,MEDICAL CENTER OF TRINITY,"9330 SR 54, STE 401",TRINITY,FL,34655,Pasco,(727) 834-4900,Acute Care Hospitals,Proprietary,Yes,Y,3,,7,7,0,5,2,,8,8,1,7,0,,11,9,0,6,3,,8,8,,14,9,
100200,BROWARD HEALTH IMPERIAL POINT,6401 N FEDERAL HWY,FORT LAUDERDALE,FL,33308,Broward,(954) 776-8500,Acute Care Hospitals,Government - Hospital District or Authority,No,Y,4,,7,4,0,4,0,,8,8,1,7,0,,11,7,0,7,0,,8,8,,14,9,
100204,NORTH FLORIDA REGIONAL MEDICAL CENTER,6500 NEWBERRY RD,GAINESVILLE,FL,32605,Alachua,(352) 333-4100,Acute Care Hospitals,Proprietary,Yes,Y,2,,7,7,0,7,0,,8,8,1,7,0,,11,9,0,5,4,,8,8,,14,9,
100206,MEMORIAL HOSPITAL OF TAMPA,2901 W SWANN AVE,TAMPA,FL,33609,Hillsborough,(813) 873-6400,Acute Care Hospitals,Proprietary,Yes,Y,4,,7,4,1,3,0,,8,7,1,6,0,,11,7,0,6,1,,8,8,,14,10,
100209,KENDALL REGIONAL MEDICAL CENTER,11750 BIRD RD,MIAMI,FL,33175,Miami-Dade,(305) 223-3000,Acute Care Hospitals,Proprietary,Yes,Y,2,,7,6,1,5,0,,8,8,1,5,2,,11,8,0,5,3,,8,8,,14,9,
100211,ADVENTHEALTH DADE CITY,13100 FT KING RD,DADE CITY,FL,33525,Pasco,(352) 568-1100,Acute Care Hospitals,Proprietary,Yes,Y,2,,7,4,0,4,0,,8,2,0,2,0,,11,7,1,6,0,,8,8,,14,5,
100212,MARION COMMUNTIY HOSPITAL,1431 SW 1ST AVE,OCALA,FL,34478,Marion,(352) 401-1000,Acute Care Hospitals,Proprietary,Yes,Y,2,,7,7,0,4,3,,8,7,2,4,1,,11,9,0,7,2,,8,8,,14,8,
100213,BLAKE MEDICAL CENTER,2020 59TH ST W,BRADENTON,FL,34209,Manatee,(941) 798-6110,Acute Care Hospitals,Proprietary,Yes,Y,2,,7,7,0,6,1,,8,7,2,5,0,,11,9,0,8,1,,8,8,,14,7,
100217,STEWARD SEBASTIAN RIVER MEDICAL CENTER,13695 US HWY 1,SEBASTIAN,FL,32978,Indian River,(772) 589-3187,Acute Care Hospitals,Proprietary,Yes,Y,2,,7,6,0,6,0,,8,5,0,5,0,,11,8,0,7,1,,8,8,,14,9,
10021F,96th Medical Group (Eglin AFB),96 MDG 307 Boatner Rd Suite 114,Eglin AFB,FL,32542,Okaloosa,(850) 883-8600,Acute Care - Department of Defense,Department of Defense,Yes,,Not Available,22,Not Available,Not Available,Not Available,Not Available,Not Available,22,Not Available,Not Available,Not Available,Not Available,Not Available,22,Not Available,Not Available,Not Available,Not Available,Not Available,22,Not Available,Not Available,22,Not Available,Not Available,22
100220,GULF COAST MEDICAL CENTER LEE HEALTH,13681 DOCTORS WAY,FORT MYERS,FL,33912,Lee,(239) 768-5000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,4,,7,6,3,3,0,,8,7,5,2,0,,11,8,1,5,2,,8,8,,14,10,
100223,FORT WALTON BEACH MEDICAL CENTER,1000 MAR-WALT DR,FORT WALTON BEACH,FL,32547,Okaloosa,(850) 862-1111,Acute Care Hospitals,Proprietary,Yes,Y,2,,7,7,0,6,1,,8,7,1,6,0,,11,9,0,8,1,,8,8,,14,10,
100224,UNIVERSITY HOSPITAL AND MEDICAL CENTER,7201 N UNIVERSITY DR,TAMARAC,FL,33321,Broward,(954) 721-2200,Acute Care Hospitals,Proprietary,Yes,Y,1,,7,5,0,5,0,,8,6,1,5,0,,11,7,0,4,3,,8,8,,14,7,
100226,ORANGE PARK MEDICAL CENTER,2001 KINGSLEY AVE,ORANGE PARK,FL,32073,Clay,(904) 276-8500,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,3,,7,7,0,7,0,,8,8,1,7,0,,11,9,0,7,2,,8,8,,14,9,
100228,WESTSIDE REGIONAL MEDICAL CENTER,8201 W BROWARD BLVD,PLANTATION,FL,33324,Broward,(954) 473-6600,Acute Care Hospitals,Proprietary,No,Y,2,,7,7,0,6,1,,8,7,2,5,0,,11,9,0,5,4,,8,8,,14,8,
100230,MEMORIAL HOSPITAL PEMBROKE,7800 SHERIDAN ST,PEMBROKE PINES,FL,33024,Broward,(954) 962-9650,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,,7,5,0,5,0,,8,6,0,6,0,,11,6,0,5,1,,8,8,,14,9,
100231,WEST FLORIDA HOSPITAL,8383 N DAVIS HWY,PENSACOLA,FL,32514,Escambia,(850) 494-4000,Acute Care Hospitals,Proprietary,Yes,Y,3,,7,7,0,7,0,,8,7,0,7,0,,11,11,0,9,2,,8,8,,14,12,
100232,PUTNAM COMMUNITY MEDICAL CENTER,611 ZEAGLER DR,PALATKA,FL,32177,Putnam,(386) 328-5711,Acute Care Hospitals,Proprietary,Yes,Y,2,,7,6,0,6,0,,8,6,1,5,0,,11,8,0,6,2,,8,8,,14,9,
100236,FAWCETT MEMORIAL HOSPITAL,21298 OLEAN BLVD,PORT CHARLOTTE,FL,33952,Charlotte,(941) 629-1181,Acute Care Hospitals,Proprietary,Yes,Y,2,,7,7,0,6,1,,8,7,2,5,0,,11,9,0,5,4,,8,8,,14,8,
100238,NORTHSIDE HOSPITAL,6000 49TH ST N,SAINT PETERSBURG,FL,33709,Pinellas,(727) 521-4411,Acute Care Hospitals,Proprietary,Yes,Y,1,,7,7,0,6,1,,8,6,1,5,0,,11,9,0,4,5,,8,8,,14,8,
100242,GULF COAST REGIONAL MEDICAL CENTER,449 W 23RD ST,PANAMA CITY,FL,32405,Bay,(850) 769-8341,Acute Care Hospitals,Proprietary,Yes,Y,3,,7,6,0,6,0,,8,7,0,7,0,,11,8,0,7,1,,8,8,,14,11,
100243,BRANDON REGIONAL HOSPITAL,119 OAKFIELD DR,BRANDON,FL,33511,Hillsborough,(813) 681-5551,Acute Care Hospitals,Proprietary,Yes,Y,3,,7,7,1,6,0,,8,8,3,5,0,,11,9,0,6,3,,8,8,,14,10,
100244,CAPE CORAL HOSPITAL,636 DEL PRADO BLVD,CAPE CORAL,FL,33990,Lee,(239) 574-2323,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,4,,7,6,0,6,0,,8,7,1,6,0,,11,8,1,3,4,,8,8,,14,13,
100246,LAWNWOOD REGIONAL MEDICAL CENTER & HEART INSTITUTE,1700 S 23RD ST,FORT PIERCE,FL,34950,Saint Lucie,(772) 461-4000,Acute Care Hospitals,Proprietary,Yes,Y,1,,7,7,0,6,1,,8,6,2,4,0,,11,7,0,3,4,,8,8,,14,9,
100248,LARGO MEDICAL CENTER,201 14TH ST SW,LARGO,FL,33770,Pinellas,(727) 588-5200,Acute Care Hospitals,Proprietary,Yes,Y,2,,7,7,0,7,0,,8,7,2,4,1,,11,9,0,5,4,,8,8,,14,8,
100249,BAYFRONT HEALTH SEVEN RIVERS,6201 N SUNCOAST BLVD,CRYSTAL RIVER,FL,34428,Citrus,(352) 795-6560,Acute Care Hospitals,Voluntary non-profit - Private,No,Y,1,,7,6,0,4,2,,8,6,0,5,1,,11,8,0,8,0,,8,8,,14,7,
100252,RAULERSON HOSPITAL,1796 HWY 441 NORTH,OKEECHOBEE,FL,34972,Okeechobee,(863) 763-2151,Acute Care Hospitals,Proprietary,Yes,Y,4,,7,6,0,6,0,,8,5,0,5,0,,11,8,0,5,3,,8,8,,14,9,
100253,JUPITER MEDICAL CENTER,1210 S OLD DIXIE HWY,JUPITER,FL,33458,Palm Beach,(561) 747-2234,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,5,,7,6,1,5,0,,8,8,0,8,0,,11,10,0,10,0,,8,8,,14,12,
100254,CAPITAL REGIONAL MEDICAL CENTER,2626 CAPITAL MEDICAL BLVD,TALLAHASSEE,FL,32308,Leon,(850) 656-5000,Acute Care Hospitals,Proprietary,Yes,Y,2,,7,7,0,6,1,,8,8,1,7,0,,11,9,0,5,4,,8,8,,14,10,
100256,REGIONAL MEDICAL CENTER BAYONET POINT,14000 FIVAY RD,HUDSON,FL,34667,Pasco,(727) 819-2929,Acute Care Hospitals,Proprietary,Yes,Y,1,,7,7,0,7,0,,8,7,1,6,0,,11,8,0,4,4,,8,8,,14,6,
